SYMBL,NAME,INDUSTRY,MIN_MOUNT,UNIT,FRATE
3182,オイシックス・ラ・大地,小売業,"140,100",100,22.8
3183,ウイン・パートナーズ,卸売業,"117,700",100,0.89
3185,夢展望,小売業,"47,500",100,2.36
3186,ネクステージ,小売業,"113,800",100,1.03
3187,サンワカンパニー,小売業,"28,300",100,21.94
3189,ＡＮＡＰ,小売業,"65,300",100,8.28
3191,ジョイフル本田,小売業,"140,500",100,0.41
3193,鳥貴族,小売業,"246,400",100,0.24
3194,キリン堂ホールディングス,小売業,"215,400",100,365.82
3196,ホットランド,小売業,"115,700",100,2.14
3197,すかいらーくホールディングス,小売業,"198,700",100,0.48
3198,ＳＦＰホールディングス,小売業,"218,900",100,11.88
3199,綿半ホールディングス,小売業,"207,000",100,0.43
3201,日本毛織,繊維製品,"100,300",100,0.49
3202,ダイトウボウ,繊維製品,"8,100",100,161.85
3204,トーア紡コーポレーション,繊維製品,"53,100",100,4.46
3205,ダイドーリミテッド,繊維製品,"27,700",100,1.36
3221,ヨシックス,小売業,"312,500",100,0.44
3222,ユナイテッド・スーパーマーケット・ホールディングス,小売業,"99,000",100,0.11
3226,日本アコモデーションファンド投資法人　投資証券,ETF・REIT・その他,"682,000",1,0.52
3227,ＭＣＵＢＳ　ＭｉｄＣｉｔｙ投資法人　投資証券,ETF・REIT・その他,"118,600",1,0.98
3228,三栄建築設計,不動産業,"150,200",100,3.64
3231,野村不動産ホールディングス,不動産業,"231,300",100,0.79
3234,森ヒルズリート投資法人　投資証券,ETF・REIT・その他,"171,900",1,0.33
3236,プロパスト,不動産業,"15,000",100,366.98
3242,アーバネットコーポレーション,不動産業,"40,500",100,43.11
3244,サムティ,不動産業,"191,400",100,0.61
3245,ディア・ライフ,不動産業,"48,500",100,1.81
3246,コーセーアールイー,不動産業,"69,500",100,750
3249,産業ファンド投資法人　投資証券,ETF・REIT・その他,"155,700",1,0.9
3250,エー・ディー・ワークス,不動産業,"3,100",100,3.92
3252,日本商業開発,不動産業,"149,900",100,0.26
3254,プレサンスコーポレーション,不動産業,"174,200",100,2.71
3258,ユニゾホールディングス,不動産業,"451,000",100,13.78
3267,フィル・カンパニー,建設業,"406,000",100,78
3269,アドバンス・レジデンス投資法人　投資証券,ETF・REIT・その他,"360,500",1,0.38
3271,ＴＨＥグローバル社,不動産業,"44,800",100,3.84
3276,日本管理センター,不動産業,"147,300",100,0.9
3277,サンセイランディック,不動産業,"83,200",100,48.53
3278,ケネディクス・レジデンシャル・ネクスト投資法人　投資証券,ETF・REIT・その他,"210,900",1,1.5
3279,アクティビア・プロパティーズ投資法人　投資証券,ETF・REIT・その他,"548,000",1,1.33
3280,エストラスト,不動産業,"91,500",100,3.75
3281,ＧＬＰ投資法人　投資証券,ETF・REIT・その他,"141,400",1,1
3282,コンフォリア・レジデンシャル投資法人　投資証券,ETF・REIT・その他,"345,000",1,0.18
3284,フージャースホールディングス,不動産業,"64,200",100,2.28
3287,星野リゾート・リート投資法人　投資証券,ETF・REIT・その他,"600,000",1,9.06
3288,オープンハウス,不動産業,"269,400",100,0.26
3289,東急不動産ホールディングス,不動産業,"68,900",100,2.42
3290,Ｏｎｅリート投資法人　投資証券,ETF・REIT・その他,"316,000",1,8.34
3291,飯田グループホールディングス,不動産業,"176,400",100,0.11
3292,イオンリート投資法人　投資証券,ETF・REIT・その他,"147,300",1,2.62
3294,イーグランド,不動産業,"70,600",100,1.33
3295,ヒューリックリート投資法人　投資証券,ETF・REIT・その他,"199,700",1,0.51
3296,日本リート投資法人　投資証券,ETF・REIT・その他,"448,000",1,8.39
3298,インベスコ・オフィス・ジェイリート投資法人　投資証券,ETF・REIT・その他,"21,560",1,4.99
3299,ムゲンエステート,不動産業,"62,900",100,0.46
3300,ＡＭＢＩＴＩＯＮ,不動産業,"98,200",100,7.61
3302,帝国繊維,繊維製品,"181,400",100,3.73
3309,積水ハウス・リート投資法人　投資証券,ETF・REIT・その他,"96,300",1,0.28
3317,フライングガーデン,小売業,"158,000",100,11
3319,ゴルフダイジェスト・オンライン,小売業,"70,700",100,6.73
3320,クロスプラス,卸売業,"61,200",100,60.5
3321,ミタチ産業,卸売業,"68,500",100,91.79
3328,ＢＥＥＮＯＳ,小売業,"126,600",100,5.57
3329,東和フードサービス,小売業,"172,200",100,4.45
3333,あさひ,小売業,"121,000",100,2.54
3341,日本調剤,小売業,"378,500",100,3.91
3344,ワンダーコーポレーション,小売業,"77,500",100,2.02
3347,トラスト,小売業,"20,700",100,9.32
3349,コスモス薬品,小売業,"2,156,000",100,0.14
3359,タイセイ,卸売業,"30,300",100,9.84
3360,シップヘルスケアホールディングス,卸売業,"463,500",100,3.28
3361,トーエル,小売業,"74,000",100,4
3371,ソフトクリエイトホールディングス,情報・通信業,"166,800",100,0.51
3376,オンリー,小売業,"82,300",100,51
3377,バイク王＆カンパニー,卸売業,"18,500",100,44.62
3382,セブン＆アイ・ホールディングス,小売業,"413,300",100,0.9
3386,コスモ・バイオ,卸売業,"113,900",100,6.27
3387,クリエイト・レストランツ・ホールディングス,小売業,"176,100",100,0.32
3388,明治電機工業,卸売業,"136,600",100,13.53
3391,ツルハホールディングス,小売業,"1,192,000",100,0.51
3392,デリカフーズホールディングス,卸売業,"70,600",100,0.14
3393,スターティアホールディングス,卸売業,"53,600",100,17.2
3395,サンマルクホールディングス,小売業,"243,200",100,0.75
3396,フェリシモ,小売業,"104,300",100,1.83
3397,トリドールホールディングス,小売業,"249,100",100,0.26
3401,帝人,繊維製品,"208,700",100,0.4
3402,東レ,繊維製品,"80,950",100,3.58
3405,クラレ,化学,"135,900",100,1.02
3407,旭化成,化学,"106,900",100,2.07
3408,サカイオーベックス,繊維製品,"181,500",100,36.13
3415,ＴＯＫＹＯ　ＢＡＳＥ,小売業,"80,100",100,0.66
3421,稲葉製作所,金属製品,"145,900",100,2.81
3423,エスイー,金属製品,"30,000",100,10.72
3431,宮地エンジニアリンググループ,金属製品,"162,400",100,66.91
3433,トーカロ,金属製品,"92,200",100,2.06
3436,ＳＵＭＣＯ,金属製品,"147,700",100,1.49
3443,川田テクノロジーズ,金属製品,"707,000",100,1.48
3444,菊池製作所,金属製品,"69,700",100,3.17
3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,金属製品,"352,500",100,2.2
3446,ジェイテックコーポレーション,金属製品,"365,500",100,3
3452,ビーロット,不動産業,"184,400",100,"1,197.00"
3453,ケネディクス商業リート投資法人　投資証券,ETF・REIT・その他,"267,400",1,3.08
3454,ファーストブラザーズ,不動産業,"109,600",100,5.15
3455,ヘルスケア＆メディカル投資法人　投資証券,ETF・REIT・その他,"138,400",1,5.75
3457,ハウスドゥ,不動産業,"179,600",100,2.13
3458,シーアールイー,不動産業,"103,800",100,43
3464,プロパティエージェント,不動産業,"109,900",100,4.27
3465,ケイアイスター不動産,不動産業,"197,400",100,2.55
3466,ラサールロジポート投資法人　投資証券,ETF・REIT・その他,"154,100",1,0.46
3467,アグレ都市デザイン,不動産業,"44,000",100,153.67
3468,スターアジア不動産投資法人　投資証券,ETF・REIT・その他,"116,600",1,6.73
3475,グッドコムアセット,不動産業,"187,500",100,2.74
3476,投資法人みらい　投資証券,ETF・REIT・その他,"64,400",1,2.85
3478,森トラスト・ホテルリート投資法人　投資証券,ETF・REIT・その他,"142,100",1,9.86
3479,ティーケーピー,不動産業,"532,000",100,7.12
3480,ジェイ・エス・ビー,不動産業,"460,000",100,2.31
3481,三菱地所物流リート投資法人　投資証券,ETF・REIT・その他,"342,500",1,0.83
3482,ロードスターキャピタル,不動産業,"86,500",100,3.06
3484,テンポイノベーション,不動産業,"169,000",100,301.25
3487,ＣＲＥロジスティクスファンド投資法人　投資証券,ETF・REIT・その他,"134,700",1,1.39
3491,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,不動産業,"302,000",100,6.44
3492,タカラレーベン不動産投資法人　投資証券,ETF・REIT・その他,"117,100",1,88.92
3501,住江織物,繊維製品,"303,500",100,1.16
3512,日本フエルト,繊維製品,"46,500",100,56
3521,エコナックホールディングス,サービス業,"12,500",100,11.15
3526,芦森工業,輸送用機器,"140,200",100,22.19
3529,アツギ,繊維製品,"84,500",100,1.85
3538,ウイルプラスホールディングス,小売業,"74,800",100,31.41
3539,ジャパンミート,小売業,"225,000",100,1.82
3543,コメダホールディングス,卸売業,"200,500",100,3.03
3544,サツドラホールディングス,小売業,"176,300",100,0.34
3545,デファクトスタンダード,小売業,"32,800",100,3.34
3546,アレンザホールディングス,小売業,"75,400",100,2.5
3547,串カツ田中ホールディングス,小売業,"226,500",100,0.94
3548,バロックジャパンリミテッド,小売業,"100,800",100,6.18
3549,クスリのアオキホールディングス,小売業,"764,000",100,0.16
3550,スタジオアタオ,小売業,"71,200",100,"2,105.00"
3551,ダイニック,繊維製品,"73,500",100,853
3553,共和レザー,化学,"77,100",100,7.14
3556,リネットジャパングループ,小売業,"87,100",100,64.31
3558,ロコンド,小売業,"99,900",100,20.95
3561,力の源ホールディングス,小売業,"80,200",100,2.88
3563,スシローグローバルホールディングス,小売業,"719,000",100,4.01
3564,ＬＩＸＩＬビバ,小売業,"167,800",100,2.64
3569,セーレン,繊維製品,"124,800",100,0.32
3571,ソトー,繊維製品,"97,000",100,1.03
3580,小松マテーレ,繊維製品,"80,000",100,0.83
3591,ワコールホールディングス,繊維製品,"280,200",100,0.15
3593,ホギメディカル,繊維製品,"308,000",100,0.54
3606,レナウン,繊維製品,"11,500",100,12.43
3607,クラウディアホールディングス,繊維製品,"50,100",100,4.31
3608,ＴＳＩホールディングス,繊維製品,"60,200",100,0.76
3611,マツオカコーポレーション,繊維製品,"211,100",100,5.15
3612,ワールド,繊維製品,"255,700",100,0.56
3622,ネットイヤーグループ,情報・通信業,"63,500",100,4.33
3626,ＴＩＳ,情報・通信業,"632,000",100,1.62
3627,ネオス,情報・通信業,"81,800",100,1.76
3630,電算システム,情報・通信業,"292,500",100,19.11
3632,グリー,情報・通信業,"49,800",100,5.93
3635,コーエーテクモホールディングス,情報・通信業,"234,200",100,0.76
3636,三菱総合研究所,情報・通信業,"363,500",100,0.98
3639,ボルテージ,情報・通信業,"53,300",100,3.48
3640,電算,情報・通信業,"202,900",100,0.21
3645,メディカルネット,情報・通信業,"49,700",100,12.54
3648,ＡＧＳ,情報・通信業,"68,000",100,0.19
3649,ファインデックス,情報・通信業,"92,700",100,26.01
3653,モルフォ,情報・通信業,"276,100",100,2.46
3655,ブレインパッド,情報・通信業,"620,000",100,1.51
3656,ＫＬａｂ,情報・通信業,"143,400",100,2.65
3657,ポールトゥウィン・ピットクルーホールディングス,情報・通信業,"105,900",100,6.84
3659,ネクソン,情報・通信業,"133,000",100,0.95
3660,アイスタイル,情報・通信業,"76,600",100,0.28
3661,エムアップ,情報・通信業,"207,300",100,0.93
3662,エイチーム,情報・通信業,"111,000",100,1.05
3663,アートスパークホールディングス,情報・通信業,"59,300",100,723
3664,モブキャストホールディングス,情報・通信業,"21,100",100,4.32
3665,エニグモ,情報・通信業,"99,300",100,19.9
3667,ｅｎｉｓｈ,情報・通信業,"96,000",100,1.24
3668,コロプラ,情報・通信業,"148,300",100,1.08
3671,ソフトマックス,情報・通信業,"106,200",100,461
3673,ブロードリーフ,情報・通信業,"58,300",100,0.27
3674,オークファン,情報・通信業,"79,900",100,11.88
3675,クロス・マーケティンググループ,情報・通信業,"35,700",100,15.48
3676,デジタルハーツホールディングス,情報・通信業,"91,700",100,10.4
3677,システム情報,情報・通信業,"101,100",100,4.54
3678,メディアドゥホールディングス,情報・通信業,"393,000",100,1.03
3679,じげん,情報・通信業,"57,700",100,9.14
3680,ホットリンク,情報・通信業,"29,500",100,6.06
3681,ブイキューブ,情報・通信業,"39,800",100,2.21
3683,サイバーリンクス,情報・通信業,"113,800",100,22.7
3687,フィックスターズ,情報・通信業,"145,600",100,47.28
3688,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,情報・通信業,"102,500",100,14.43
3689,イグニス,情報・通信業,"121,600",100,343.75
3690,イルグルム,情報・通信業,"130,100",100,2.17
3692,ＦＦＲＩ,情報・通信業,"323,000",100,1.2
3694,オプティム,情報・通信業,"279,900",100,0.45
3697,ＳＨＩＦＴ,情報・通信業,"535,000",100,4.32
3698,ＣＲＩ・ミドルウェア,情報・通信業,"179,500",100,4.2
3708,特種東海製紙,パルプ・紙,"389,000",100,0.55
3710,ジョルダン,情報・通信業,"140,000",100,5.29
3711,創通,情報・通信業,"186,800",100,25.5
3712,情報企画,情報・通信業,"216,100",100,9.1
3723,日本ファルコム,情報・通信業,"140,200",100,426.8
3727,アプリックス,情報・通信業,"25,600",100,5.6
3741,セック,情報・通信業,"302,000",100,29.67
3744,サイオス,情報・通信業,"54,300",100,3.76
3747,インタートレード,情報・通信業,"101,000",100,2.53
3751,日本アジアグループ,情報・通信業,"33,900",100,22.92
3756,豆蔵ホールディングス,情報・通信業,"177,000",100,25.64
3758,アエリア,情報・通信業,"134,000",100,4.09
3762,テクマトリックス,情報・通信業,"232,900",100,3.51
3763,プロシップ,情報・通信業,"121,400",100,91.5
3765,ガンホー・オンライン・エンターテイメント,情報・通信業,"246,200",100,8.24
3768,リスクモンスター,情報・通信業,"147,600",100,15
3769,ＧＭＯペイメントゲートウェイ,情報・通信業,"742,000",100,5.26
3770,ザッパラス,情報・通信業,"39,300",100,58.89
3771,システムリサーチ,情報・通信業,"197,100",100,0.78
3772,ウェルス・マネジメント,不動産業,"235,600",100,"2,479.00"
3774,インターネットイニシアティブ,情報・通信業,"245,500",100,0.63
3778,さくらインターネット,情報・通信業,"61,900",100,2.02
3784,ヴィンクス,情報・通信業,"124,500",100,232.3
3788,ＧＭＯクラウド,情報・通信業,"267,300",100,2.76
3791,ＩＧポート,情報・通信業,"157,400",100,11.47
3796,いい生活,情報・通信業,"33,600",100,238
3807,フィスコ,情報・通信業,"17,300",100,15.36
3810,サイバーステップ,情報・通信業,"101,400",100,"1,966.40"
3817,ＳＲＡホールディングス,情報・通信業,"244,000",100,10.57
3822,Ｍｉｎｏｒｉソリューションズ,情報・通信業,"191,600",100,0.29
3823,アクロディア,情報・通信業,"20,300",100,329.09
3826,システムインテグレータ,情報・通信業,"66,200",100,8.77
3834,朝日ネット,情報・通信業,"69,100",100,9.75
3836,アバント,情報・通信業,"207,200",100,5.34
3837,アドソル日進,情報・通信業,"222,600",100,2.98
3839,ＯＤＫソリューションズ,情報・通信業,"52,400",100,47.9
3843,フリービット,情報・通信業,"92,200",100,9.8
3844,コムチュア,情報・通信業,"203,500",100,3.71
3851,日本一ソフトウェア,情報・通信業,"177,100",100,3.48
3853,アステリア,情報・通信業,"70,000",100,10.17
3854,アイル,情報・通信業,"265,100",100,203
3857,ラック,情報・通信業,"133,900",100,26.59
3861,王子ホールディングス,パルプ・紙,"51,300",100,3.64
3863,日本製紙,パルプ・紙,"180,300",100,1.19
3864,三菱製紙,パルプ・紙,"49,000",100,31.3
3865,北越コーポレーション,パルプ・紙,"55,500",100,12.26
3877,中越パルプ工業,パルプ・紙,"156,300",100,5.9
3878,巴川製紙所,パルプ・紙,"100,100",100,0.61
3880,大王製紙,パルプ・紙,"138,500",100,0.13
3891,ニッポン高度紙工業,パルプ・紙,"124,500",100,2.93
3892,岡山製紙,パルプ・紙,"77,100",100,29.17
3900,クラウドワークス,情報・通信業,"112,100",100,4.06
3903,ｇｕｍｉ,情報・通信業,"75,100",100,12.46
3904,カヤック,情報・通信業,"57,900",100,"3,260.00"
3905,データセクション,情報・通信業,"55,300",100,13.37
3911,Ａｉｍｉｎｇ,情報・通信業,"25,300",100,"1,558.73"
3912,モバイルファクトリー,情報・通信業,"163,900",100,1.38
3913,ｓＭｅｄｉｏ,情報・通信業,"103,700",100,308.14
3914,ＪＩＧ?ＳＡＷ,情報・通信業,"447,000",100,22.41
3916,デジタル・インフォメーション・テクノロジー,情報・通信業,"176,400",100,2.58
3917,アイリッジ,情報・通信業,"89,200",100,4.26
3919,パイプドＨＤ,情報・通信業,"145,000",100,1.69
3920,アイビーシー,情報・通信業,"106,500",100,"2,863.00"
3921,ネオジャパン,情報・通信業,"101,700",100,1.86
3923,ラクス,情報・通信業,"165,000",100,0.26
3924,ランドコンピュータ,情報・通信業,"108,200",100,153
3926,オープンドア,情報・通信業,"219,700",100,25.39
3928,マイネット,情報・通信業,"51,300",100,4.33
3930,はてな,情報・通信業,"265,000",100,79.91
3932,アカツキ,情報・通信業,"656,000",100,50.37
3933,チエル,情報・通信業,"110,400",100,2.06
3938,ＬＩＮＥ,情報・通信業,"399,000",100,32.27
3939,カナミックネットワーク,情報・通信業,"57,900",100,450.13
3940,ノムラシステムコーポレーション,情報・通信業,"52,200",100,41.67
3941,レンゴー,パルプ・紙,"79,600",100,3.11
3946,トーモク,パルプ・紙,"158,200",100,8.76
3950,ザ・パック,パルプ・紙,"353,000",100,0.12
3951,朝日印刷,パルプ・紙,"100,000",100,83.5
3962,チェンジ,情報・通信業,"205,000",100,13.58
3964,オークネット,情報・通信業,"136,000",100,0.55
3966,ユーザベース,情報・通信業,"220,500",100,62.68
3968,セグエグループ,情報・通信業,"143,800",100,15.36
3969,エイトレッド,情報・通信業,"157,700",100,9.4
3975,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇｓ,情報・通信業,"63,200",100,12.46
3978,マクロミル,情報・通信業,"89,400",100,23.44
3981,ビーグリー,情報・通信業,"93,600",100,37.18
3983,オロ,情報・通信業,"288,400",100,0.8
3984,ユーザーローカル,情報・通信業,"404,500",100,8.33
3987,エコモット,情報・通信業,"126,500",100,5.01
3989,シェアリングテクノロジー,情報・通信業,"41,400",100,147.8
3990,ＵＵＵＭ,情報・通信業,"533,000",100,10.37
3991,ウォンテッドリー,情報・通信業,"315,000",100,3.76
3992,ニーズウェル,情報・通信業,"72,000",100,6.52
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,"484,000",100,87.76
3994,マネーフォワード,情報・通信業,"359,500",100,35.06
3996,サインポスト,情報・通信業,"238,300",100,1.08
4004,昭和電工,化学,"286,700",100,6.09
4005,住友化学,化学,"49,300",100,2.49
4008,住友精化,化学,"325,500",100,2.77
4021,日産化学,化学,"447,000",100,1.14
4022,ラサ工業,化学,"126,200",100,13.78
4023,クレハ,化学,"641,000",100,12.19
4025,多木化学,化学,"470,500",100,0.79
4027,テイカ,化学,"201,100",100,3.43
4028,石原産業,化学,"96,300",100,10.46
4031,片倉コープアグリ,化学,"106,500",100,1.73
4041,日本曹達,化学,"262,600",100,1.1
4042,東ソー,化学,"143,600",100,3.93
4043,トクヤマ,化学,"240,800",100,4.9
4044,セントラル硝子,化学,"230,500",100,5.89
4045,東亞合成,化学,"122,600",100,0.19
4046,大阪ソーダ,化学,"279,600",100,0.82
4047,関東電化工業,化学,"78,500",100,1.56
4061,デンカ,化学,"294,200",100,3.14
4062,イビデン,電気機器,"218,400",100,0.9
4063,信越化学工業,化学,"1,178,000",100,0.79
4064,日本カーバイド工業,化学,"123,000",100,20.69
4078,堺化学工業,化学,"255,300",100,2.36
4082,第一稀元素化学工業,化学,"80,600",100,6.86
4088,エア・ウォーター,化学,"194,800",100,0.15
4091,大陽日酸,化学,"222,100",100,0.62
4092,日本化学工業,化学,"238,300",100,1.7
4093,東邦アセチレン,化学,"136,400",100,69
4095,日本パーカライジング,化学,"118,200",100,0.11
4097,高圧ガス工業,化学,"82,000",100,3.09
4099,四国化成工業,化学,"114,100",100,3.8
4100,戸田工業,化学,"225,000",100,1.82
4109,ステラ　ケミファ,化学,"264,100",100,2.06
4112,保土谷化学工業,化学,"328,000",100,1.03
4114,日本触媒,化学,"622,000",100,1.31
4116,大日精化工業,化学,"325,000",100,1.06
4118,カネカ,化学,"338,000",100,1.65
4120,スガイ化学工業,化学,"112,700",100,86
4151,協和キリン,医薬品,"214,200",100,2.16
4182,三菱瓦斯化学,化学,"143,400",100,3.03
4183,三井化学,化学,"241,900",100,1.17
4185,ＪＳＲ,化学,"174,200",100,1.04
4186,東京応化工業,化学,"402,000",100,0.13
4187,大阪有機化学工業,化学,"107,700",100,3.56
4188,三菱ケミカルホールディングス,化学,"78,700",100,3.66
4189,ＫＨネオケム,化学,"238,100",100,1.39
4202,ダイセル,化学,"91,200",100,1.54
4203,住友ベークライト,化学,"422,500",100,0.35
4204,積水化学工業,化学,"172,500",100,1.38
4205,日本ゼオン,化学,"131,900",100,0.4
4206,アイカ工業,化学,"322,500",100,2.44
4208,宇部興産,化学,"219,300",100,2.01
4212,積水樹脂,化学,"217,300",100,0.53
4215,タキロンシーアイ,化学,"64,200",100,3.26
4216,旭有機材,化学,"132,500",100,11.95
4217,日立化成,化学,"349,500",100,6.29
4218,ニチバン,化学,"162,900",100,0.23
4220,リケンテクノス,化学,"46,500",100,17.36
4221,大倉工業,化学,"165,400",100,4.38
4228,積水化成品工業,化学,"76,000",100,10.67
4229,群栄化学工業,化学,"243,700",100,4.44
4231,タイガースポリマー,化学,"60,800",100,24.04
4237,フジプレアム,化学,"29,200",100,14.23
4240,クラスターテクノロジー,化学,"55,300",100,10.46
4245,ダイキアクシス,化学,"81,800",100,17.96
4246,ダイキョーニシカワ,化学,"77,600",100,0.49
4248,竹本容器,化学,"95,600",100,28.46
4249,森六ホールディングス,化学,"246,300",100,8.28
4275,カーリットホールディングス,化学,"58,900",100,60.06
4282,ＥＰＳホールディングス,サービス業,"128,100",100,36.26
4286,レッグス,サービス業,"159,000",100,1.18
4288,アズジェント,情報・通信業,"200,300",100,6.73
4290,プレステージ・インターナショナル,サービス業,"84,900",100,5.17
4293,セプテーニ・ホールディングス,サービス業,"31,900",100,7.66
4295,フェイス,情報・通信業,"77,900",100,2.85
4298,プロトコーポレーション,情報・通信業,"119,700",100,0.13
4299,ハイマックス,情報・通信業,"186,700",100,0.36
4301,アミューズ,サービス業,"271,700",100,0.21
4307,野村総合研究所,情報・通信業,"216,300",100,1.22
4310,ドリームインキュベータ,サービス業,"147,500",100,8.02
4312,サイバネットシステム,情報・通信業,"67,900",100,9.06
4318,クイック,サービス業,"136,900",100,10.85
4319,ＴＡＣ,サービス業,"19,500",100,8.68
4320,ＣＥホールディングス,情報・通信業,"45,300",100,2.22
4321,ケネディクス,サービス業,"54,400",100,10.54
4323,日本システム技術,情報・通信業,"123,500",100,13.91
4324,電通,サービス業,"383,500",100,3.67
4326,インテージホールディングス,情報・通信業,"92,300",100,0.11
4331,テイクアンドギヴ・ニーズ,サービス業,"116,500",100,66.89
