SYMBL,NAME,INDUSTRY,MIN_MOUNT,UNIT,FRATE
7205,日野自動車,輸送用機器,"90,700",100,0.88
7211,三菱自動車工業,輸送用機器,"48,700",100,6
7212,エフテック,輸送用機器,"71,200",100,265.5
7213,レシップホールディングス,輸送用機器,"78,600",100,0.47
7214,ＧＭＢ,輸送用機器,"79,500",100,40
7215,ファルテック,輸送用機器,"74,500",100,89.57
7224,新明和工業,輸送用機器,"126,600",100,1.97
7226,極東開発工業,輸送用機器,"132,800",100,2.51
7231,トピー工業,輸送用機器,"193,200",100,12.98
7236,ティラド,輸送用機器,"182,000",100,15.91
7238,曙ブレーキ工業,輸送用機器,"18,800",100,"1,120.26"
7239,タチエス,輸送用機器,"131,700",100,0.3
7240,ＮＯＫ,輸送用機器,"163,000",100,0.28
7241,フタバ産業,輸送用機器,"75,000",100,1.53
7242,ＫＹＢ,輸送用機器,"317,500",100,1.27
7244,市光工業,電気機器,"82,100",100,0.17
7245,大同メタル工業,輸送用機器,"64,000",100,4.09
7246,プレス工業,輸送用機器,"45,700",100,1.35
7250,太平洋工業,輸送用機器,"157,600",100,1.14
7251,ケーヒン,輸送用機器,"158,700",100,43.87
7256,河西工業,輸送用機器,"80,100",100,11.46
7259,アイシン精機,輸送用機器,"341,500",100,3.09
7261,マツダ,輸送用機器,"96,320",100,1.35
7266,今仙電機製作所,輸送用機器,"88,700",100,42.39
7267,本田技研工業,輸送用機器,"284,000",100,1.22
7269,スズキ,輸送用機器,"458,800",100,1.56
7270,ＳＵＢＡＲＵ,輸送用機器,"310,500",100,1.45
7272,ヤマハ発動機,輸送用機器,"197,200",100,4.38
7274,ショーワ,輸送用機器,"151,900",100,16.88
7276,小糸製作所,電気機器,"528,000",100,2.07
7277,ＴＢＫ,輸送用機器,"41,500",100,1.3
7278,エクセディ,輸送用機器,"211,900",100,0.57
7279,ハイレックスコーポレーション,輸送用機器,"170,000",100,10.45
7280,ミツバ,電気機器,"64,600",100,1.2
7282,豊田合成,輸送用機器,"217,900",100,1.09
7283,愛三工業,輸送用機器,"91,000",100,1.74
7284,盟和産業,輸送用機器,"110,500",100,473
7287,日本精機,輸送用機器,"167,800",100,6.35
7291,日本プラスト,輸送用機器,"69,900",100,2.12
7294,ヨロズ,輸送用機器,"135,700",100,1.22
7298,八千代工業,輸送用機器,"59,500",100,124.25
7305,新家工業,鉄鋼,"145,900",100,25.7
7309,シマノ,輸送用機器,"1,620,000",100,0.7
7313,テイ・エス　テック,輸送用機器,"331,000",100,0.27
7321,関西みらいフィナンシャルグループ,銀行業,"68,600",100,0.63
7322,三十三フィナンシャルグループ,銀行業,"165,600",100,0.63
7327,第四北越フィナンシャルグループ,銀行業,"273,700",100,0.86
7404,昭和飛行機工業,輸送用機器,"135,400",100,280
7408,ジャムコ,輸送用機器,"153,000",100,4.29
7412,アトム,小売業,"98,000",100,0.16
7414,小野建,卸売業,"133,700",100,74.44
7416,はるやまホールディングス,小売業,"83,600",100,0.49
7417,南陽,卸売業,"160,200",100,16.13
7419,ノジマ,小売業,"184,300",100,2.18
7420,佐鳥電機,卸売業,"82,400",100,10.25
7421,カッパ・クリエイト,小売業,"142,000",100,0.11
7427,エコートレーディング,卸売業,"52,500",100,1.19
7433,伯東,卸売業,"117,300",100,10.84
7438,コンドーテック,卸売業,"93,900",100,14.92
7442,中山福,卸売業,"54,600",100,1.65
7443,横浜魚類,卸売業,"54,000",100,13.2
7445,ライトオン,小売業,"67,600",100,0.21
7447,ナガイレーベン,卸売業,"231,200",100,0.51
7448,ジーンズメイト,小売業,"31,800",100,3.34
7451,三菱食品,卸売業,"271,900",100,1.18
7453,良品計画,小売業,"204,000",100,10.73
7455,三城ホールディングス,小売業,"30,000",100,0.2
7456,松田産業,卸売業,"144,200",100,0.51
7458,第一興商,卸売業,"512,000",100,0.19
7459,メディパルホールディングス,卸売業,"244,400",100,0.4
7463,アドヴァン,小売業,"117,700",100,0.29
7467,萩原電気ホールディングス,卸売業,"274,100",100,42.5
7472,鳥羽洋行,卸売業,"281,100",100,6.43
7475,アルビス,小売業,"237,900",100,0.44
7476,アズワン,卸売業,"895,000",100,0.39
7480,スズデン,卸売業,"132,500",100,1.99
7481,尾家産業,卸売業,"133,400",100,0.28
7482,シモジマ,卸売業,"115,500",100,0.1
7483,ドウシシャ,卸売業,"170,800",100,2.62
7487,小津産業,卸売業,"185,000",100,0.52
7494,コナカ,小売業,"42,700",100,1.12
7504,高速,卸売業,"134,800",100,0.68
7506,ハウス　オブ　ローゼ,小売業,"163,000",100,0.7
7508,Ｇ?７ホールディングス,小売業,"308,000",100,5.04
7510,たけびし,卸売業,"137,900",100,1.25
7512,イオン北海道,小売業,"75,800",100,0.36
7513,コジマ,小売業,"48,400",100,9.61
7514,ヒマラヤ,小売業,"82,100",100,0.39
7516,コーナン商事,小売業,"243,300",100,3.74
7518,ネットワンシステムズ,情報・通信業,"288,600",100,5.06
7520,エコス,小売業,"168,200",100,51.64
7521,ムサシ,卸売業,"195,000",100,1.21
7523,アールビバン,小売業,"60,400",100,2.61
7524,マルシェ,小売業,"77,200",100,0.27
7525,リックス,卸売業,"153,100",100,2.46
7527,システムソフト,情報・通信業,"11,000",100,72.58
7532,パン・パシフィック・インターナショナルホールディングス,小売業,"180,000",100,4.49
7537,丸文,卸売業,"56,800",100,8.16
7539,アイナボホールディングス,卸売業,"98,100",100,37.48
7544,スリーエフ,小売業,"38,600",100,60.26
7545,西松屋チェーン,小売業,"93,200",100,0.35
7551,ウェッズ,輸送用機器,"58,800",100,13.63
7552,ハピネット,卸売業,"128,300",100,11.63
7554,幸楽苑ホールディングス,小売業,"238,900",100,0.58
7561,ハークスレイ,小売業,"105,000",100,14.88
7564,ワークマン,小売業,"769,000",100,32.49
7570,橋本総業ホールディングス,卸売業,"163,500",100,1.38
7571,ヤマノホールディングス,小売業,"9,100",100,8.34
7575,日本ライフライン,卸売業,"176,100",100,2.35
7577,ＨＡＰｉＮＳ,小売業,"29,000",100,6.53
7581,サイゼリヤ,小売業,"277,800",100,0.19
7590,タカショー,卸売業,"46,200",100,14.36
7593,ＶＴホールディングス,小売業,"44,400",100,3.05
7594,マルカ,卸売業,"206,500",100,44.3
7595,アルゴグラフィックス,情報・通信業,"262,300",100,2.24
7599,ＩＤＯＭ,卸売業,"46,000",100,0.93
7600,日本エム・ディ・エム,卸売業,"169,700",100,1.75
7601,ポプラ,小売業,"50,500",100,0.28
7603,マックハウス,小売業,"59,300",100,0.83
7604,梅の花,小売業,"254,100",100,14.6
7605,フジ・コーポレーション,小売業,"218,200",100,7.27
7606,ユナイテッドアローズ,小売業,"312,000",100,1.83
7607,進和,卸売業,"218,000",100,19.31
7609,ダイトロン,卸売業,"136,600",100,15.06
7610,テイツー,小売業,"4,300",100,142.1
7611,ハイデイ日高,小売業,"209,300",100,0.2
7613,シークス,卸売業,"148,200",100,0.57
7615,京都きもの友禅,小売業,"34,500",100,0.45
7618,ピーシーデポコーポレーション,小売業,"49,700",100,2.85
7619,田中商事,卸売業,"64,000",100,26.3
7625,グローバルダイニング,小売業,"21,600",100,114.73
7628,オーハシテクニカ,卸売業,"139,400",100,0.66
7630,壱番屋,小売業,"513,000",100,0.11
7637,白銅,卸売業,"140,300",100,11.76
7640,トップカルチャー,小売業,"35,400",100,0.96
7646,ＰＬＡＮＴ,小売業,"71,300",100,2.18
7647,音通,小売業,"2,700",100,2.06
7649,スギホールディングス,小売業,"588,000",100,0.68
7674,ＮＡＴＴＹ　ＳＷＡＮＫＹ,小売業,"458,000",100,367
7679,薬王堂ホールディングス,小売業,"269,000",100,6.95
7701,島津製作所,精密機器,"276,700",100,2.55
7702,ＪＭＳ,精密機器,"66,600",100,5.95
7707,プレシジョン・システム・サイエンス,精密機器,"41,900",100,6.92
7709,クボテック,精密機器,"43,100",100,5.12
7715,長野計器,精密機器,"70,300",100,1.82
7716,ナカニシ,精密機器,"172,000",100,1.87
7717,ブイ・テクノロジー,精密機器,"536,000",100,5.99
7718,スター精密,機械,"154,400",100,1.16
7721,東京計器,精密機器,"91,100",100,14.57
7723,愛知時計電機,精密機器,"400,500",100,2.63
7725,インターアクション,精密機器,"210,300",100,3.42
7726,黒田精工,機械,"81,200",100,4.65
7727,オーバル,精密機器,"25,000",100,2.57
7729,東京精密,精密機器,"322,000",100,0.5
7730,マニー,精密機器,"282,800",100,0.8
7731,ニコン,精密機器,"135,900",100,1.98
7732,トプコン,精密機器,"143,600",100,0.33
7733,オリンパス,精密機器,"145,300",100,0.21
7734,理研計器,精密機器,"211,300",100,10.67
7735,ＳＣＲＥＥＮホールディングス,電気機器,"658,000",100,0.58
7739,キヤノン電子,電気機器,"183,600",100,37.43
7740,タムロン,精密機器,"233,000",100,0.29
7741,ＨＯＹＡ,精密機器,"894,800",100,0.51
7743,シード,精密機器,"88,800",100,1.29
7744,ノーリツ鋼機,精密機器,"174,300",100,4.48
7745,エー・アンド・デイ,精密機器,"73,400",100,50.23
7746,岡本硝子,精密機器,"21,000",100,6.04
7747,朝日インテック,精密機器,"281,200",100,2.74
7751,キヤノン,電気機器,"292,600",100,2.56
7752,リコー,電気機器,"98,900",100,1.11
7762,シチズン時計,精密機器,"53,200",100,0.4
7769,リズム時計工業,精密機器,"104,600",100,1.69
7775,大研医器,精密機器,"52,100",100,56.42
7777,スリー・ディー・マトリックス,精密機器,"60,600",100,23.68
7780,メニコン,精密機器,"384,000",100,0.3
7782,シンシア,精密機器,"63,200",100,1.6
7800,アミファ,その他製品,"138,100",100,10.9
7803,ブシロード,その他製品,"317,000",100,"8,986.00"
7805,プリントネット,その他製品,"50,000",100,53.09
7806,ＭＴＧ,その他製品,"109,700",100,49.61
7810,クロスフォー,その他製品,"33,300",100,2.67
7811,中本パックス,その他製品,"144,500",100,15.52
7814,日本創発グループ,その他製品,"88,800",100,21
7816,スノーピーク,その他製品,"134,200",100,2.39
7817,パラマウントベッドホールディングス,その他製品,"399,500",100,1.84
7818,トランザクション,その他製品,"105,300",100,295.43
7820,ニホンフラッシュ,その他製品,"257,400",100,3.96
7821,前田工繊,その他製品,"151,500",100,2.09
7822,永大産業,その他製品,"33,400",100,0.68
7823,アートネイチャー,その他製品,"68,900",100,2.77
7829,サマンサタバサジャパンリミテッド,その他製品,"26,700",100,107.66
7832,バンダイナムコホールディングス,その他製品,"654,000",100,0.57
7833,アイフィスジャパン,その他製品,"77,300",100,18.75
7836,アビックス,その他製品,"11,000",100,809.81
7837,アールシーコア,その他製品,"97,600",100,4.89
7838,共立印刷,その他製品,"16,100",100,2.47
7839,ＳＨＯＥＩ,その他製品,"456,000",100,1.51
7840,フランスベッドホールディングス,その他製品,"101,900",100,0.34
7844,マーベラス,情報・通信業,"83,000",100,1.14
7846,パイロットコーポレーション,その他製品,"402,000",100,0.54
7851,カワセコンピュータサプライ,その他製品,"28,400",100,"1,745.00"
7856,萩原工業,その他製品,"153,300",100,1.99
7859,アルメディオ,その他製品,"15,500",100,17.06
7860,エイベックス,情報・通信業,"127,200",100,0.92
7862,トッパン・フォームズ,その他製品,"104,000",100,0.4
7864,フジシールインターナショナル,その他製品,"269,200",100,0.48
7867,タカラトミー,その他製品,"123,300",100,0.6
7868,廣済堂,その他製品,"71,600",100,32.74
7872,エステールホールディングス,その他製品,"64,000",100,0.38
7873,アーク,その他製品,"9,400",100,7.39
7874,レック,化学,"99,600",100,13.35
7879,ノダ,その他製品,"77,000",100,360.5
7888,三光合成,化学,"35,300",100,14.25
7893,プロネクサス,その他製品,"115,400",100,2.07
7897,ホクシン,その他製品,"18,000",100,1.9
7898,ウッドワン,その他製品,"107,000",100,1.8
7905,大建工業,その他製品,"191,300",100,2.74
7906,ヨネックス,その他製品,"53,500",100,2.69
7908,きもと,化学,"17,600",100,417.9
7911,凸版印刷,その他製品,"193,000",100,0.46
7912,大日本印刷,その他製品,"280,200",100,0.29
7914,共同印刷,その他製品,"275,000",100,1.82
7915,ＮＩＳＳＨＡ,その他製品,"109,100",100,1.09
7916,光村印刷,その他製品,"178,400",100,1.8
7917,藤森工業,化学,"325,500",100,2.38
7918,ヴィア・ホールディングス,小売業,"65,300",100,0.24
7919,野崎印刷紙業,その他製品,"19,100",100,3.72
7921,宝印刷,その他製品,"169,800",100,4.22
7931,未来工業,化学,"203,200",100,4.43
7936,アシックス,その他製品,"184,500",100,0.2
7937,ツツミ,その他製品,"202,200",100,0.43
7942,ＪＳＰ,化学,"179,700",100,3.47
7943,ニチハ,ガラス・土石製品,"298,100",100,2.72
7945,コマニー,その他製品,"134,100",100,105.67
7947,エフピコ,化学,"673,000",100,1.6
7949,小松ウオール工業,その他製品,"196,400",100,18.19
7951,ヤマハ,その他製品,"481,000",100,1
7952,河合楽器製作所,その他製品,"288,700",100,0.82
7955,クリナップ,その他製品,"55,100",100,2.24
7956,ピジョン,その他製品,"453,500",100,1.13
7958,天馬,化学,"198,500",100,1.04
7961,兼松サステック,その他製品,"183,300",100,5.74
7962,キングジム,その他製品,"85,600",100,0.25
7963,興研,その他製品,"129,000",100,121.67
7965,象印マホービン,電気機器,"141,900",100,0.1
7966,リンテック,その他製品,"214,200",100,0.16
7970,信越ポリマー,化学,"76,400",100,12.93
7971,東リ,化学,"25,400",100,8.23
7972,イトーキ,その他製品,"45,700",100,4.94
7974,任天堂,その他製品,"4,038,000",100,0.96
7975,リヒトラブ,その他製品,"183,900",100,10
7976,三菱鉛筆,その他製品,"172,300",100,0.57
7979,松風,精密機器,"149,200",100,2.14
7984,コクヨ,その他製品,"151,900",100,1.89
7987,ナカバヤシ,その他製品,"52,700",100,10.75
7989,立川ブラインド工業,金属製品,"139,900",100,0.4
7990,グローブライド,その他製品,"278,400",100,0.66
7991,マミヤ・オーピー,機械,"100,400",100,102.8
7994,オカムラ,その他製品,"105,900",100,0.18
7995,バルカー,化学,"221,800",100,1.35
7999,ＭＵＴＯＨホールディングス,電気機器,"167,200",100,1.84
8001,伊藤忠商事,卸売業,"224,800",100,0.37
8002,丸紅,卸売業,"72,790",100,1.19
8005,スクロール,小売業,"33,100",100,1.57
8006,ユアサ・フナショク,卸売業,"358,000",100,35
8007,高島,卸売業,"162,000",100,316.67
8011,三陽商会,繊維製品,"145,600",100,0.55
8012,長瀬産業,卸売業,"153,400",100,0.95
8013,ナイガイ,繊維製品,"43,700",100,3.43
8014,蝶理,卸売業,"169,700",100,1.2
8016,オンワードホールディングス,繊維製品,"56,300",100,0.84
8018,三共生興,卸売業,"51,400",100,4.17
8020,兼松,卸売業,"122,300",100,4.94
8022,美津濃,その他製品,"285,200",100,1.75
8025,ツカモトコーポレーション,卸売業,"103,800",100,82.6
8028,ファミリーマート,小売業,"262,500",100,0.29
8029,ルックホールディングス,繊維製品,"106,000",100,34.58
8030,中央魚類,卸売業,"265,300",100,156
8031,三井物産,卸売業,"177,700",100,0.75
8032,日本紙パルプ商事,卸売業,"384,000",100,8.43
8035,東京エレクトロン,電気機器,"2,075,500",100,0.47
8036,日立ハイテクノロジーズ,卸売業,"618,000",100,3.98
8037,カメイ,卸売業,"111,800",100,15
8039,築地魚市場,卸売業,"96,800",100,6.86
8043,スターゼン,卸売業,"439,500",100,1.33
8046,丸藤シートパイル,卸売業,"208,000",100,271
8050,セイコーホールディングス,精密機器,"231,700",100,0.79
8051,山善,卸売業,"95,700",100,0.36
8052,椿本興業,卸売業,"378,500",100,2.68
8053,住友商事,卸売業,"169,200",100,1.05
8056,日本ユニシス,情報・通信業,"348,500",100,4.5
8058,三菱商事,卸売業,"267,300",100,3.14
8059,第一実業,卸売業,"311,000",100,10
8060,キヤノンマーケティングジャパン,卸売業,"231,800",100,0.5
8061,西華産業,卸売業,"133,700",100,8.93
8066,三谷商事,卸売業,"530,000",100,0.17
8068,菱洋エレクトロ,卸売業,"188,200",100,1.02
8070,東京産業,卸売業,"50,100",100,20.5
8074,ユアサ商事,卸売業,"312,000",100,4.19
8075,神鋼商事,卸売業,"248,400",100,7.96
8077,小林産業,卸売業,"29,200",100,5.49
8078,阪和興業,卸売業,"302,500",100,0.43
8079,正栄食品工業,卸売業,"335,000",100,0.46
8081,カナデン,卸売業,"131,400",100,9.67
8084,菱電商事,卸売業,"154,800",100,17.67
8086,ニプロ,精密機器,"124,200",100,8.08
8087,フルサト工業,卸売業,"146,500",100,20.35
8088,岩谷産業,卸売業,"367,500",100,2.25
8089,すてきナイスグループ,卸売業,"69,000",100,1.07
8090,昭光通商,卸売業,"63,500",100,8.25
8091,ニチモウ,卸売業,"182,000",100,14.93
8093,極東貿易,卸売業,"180,400",100,2.83
8095,イワキ,卸売業,"49,000",100,13.01
8096,兼松エレクトロニクス,情報・通信業,"302,500",100,4.89
8097,三愛石油,卸売業,"105,800",100,3.19
8098,稲畑産業,卸売業,"131,900",100,0.12
8101,ＧＳＩクレオス,卸売業,"104,900",100,38.04
8103,明和産業,卸売業,"56,000",100,0.98
8104,クワザワ,卸売業,"53,200",100,54.85
8111,ゴールドウイン,繊維製品,"920,000",100,0.46
8113,ユニ・チャーム,化学,"345,000",100,1.53
8114,デサント,繊維製品,"143,600",100,0.45
8117,中央自動車工業,卸売業,"207,000",100,11.69
8118,キング,繊維製品,"59,900",100,5.23
8125,ワキタ,卸売業,"108,300",100,1.78
8127,ヤマトインターナショナル,繊維製品,"40,100",100,5.41
8129,東邦ホールディングス,卸売業,"253,300",100,1.27
8130,サンゲツ,卸売業,"204,100",100,0.29
8131,ミツウロコグループホールディングス,卸売業,"107,300",100,0.66
8132,シナネンホールディングス,卸売業,"184,400",100,2.24
8133,伊藤忠エネクス,卸売業,"83,600",100,4.65
8136,サンリオ,卸売業,"209,300",100,0.61
8137,サンワテクノス,卸売業,"86,600",100,2.62
8138,三京化成,卸売業,"278,000",100,1.56
8139,ナガホリ,卸売業,"20,900",100,417.14
8140,リョーサン,卸売業,"274,700",100,0.21
8142,トーホー,卸売業,"191,200",100,0.3
8150,三信電気,卸売業,"152,300",100,1.59
8151,東陽テクニカ,卸売業,"110,900",100,1.31
8154,加賀電子,卸売業,"198,200",100,1.94
8155,三益半導体工業,金属製品,"189,800",100,1.31
8157,都築電気,情報・通信業,"113,200",100,20.24
8158,ソーダニッカ,卸売業,"55,700",100,0.23
8159,立花エレテック,卸売業,"165,600",100,2.79
8165,千趣会,小売業,"29,200",100,1.59
8166,タカキュー,小売業,"17,500",100,0.78
8167,リテールパートナーズ,小売業,"87,400",100,14.5
8168,ケーヨー,小売業,"50,900",100,0.75
8173,上新電機,小売業,"221,100",100,0.49
8174,日本瓦斯,小売業,"309,000",100,4.1
8179,ロイヤルホールディングス,小売業,"274,300",100,0.47
8184,島忠,小売業,"264,600",100,0.12
8185,チヨダ,小売業,"172,100",100,1.25
8186,大塚家具,小売業,"17,500",100,6.84
8194,ライフコーポレーション,小売業,"219,500",100,5.59
8202,ラオックス,小売業,"27,200",100,5.13
8203,ＭｒＭａｘＨＤ,小売業,"46,100",100,1.99
8214,ＡＯＫＩホールディングス,小売業,"105,500",100,0.32
8218,コメリ,小売業,"219,800",100,1.95
8219,青山商事,小売業,"187,900",100,0.26
8227,しまむら,小売業,"868,000",100,0.39
8233,高島屋,小売業,"127,000",100,1.51
8237,松屋,小売業,"84,900",100,1.43
8242,エイチ・ツー・オー　リテイリング,小売業,"120,400",100,0.57
8244,近鉄百貨店,小売業,"320,000",100,0.14
8249,テクノアソシエ,卸売業,"103,400",100,9.06
8251,パルコ,小売業,"127,400",100,0.27
8252,丸井グループ,小売業,"229,300",100,0.24
8253,クレディセゾン,その他金融業,"138,500",100,1.99
8256,プロルート丸光,卸売業,"11,700",100,559.89
8260,井筒屋,小売業,"22,700",100,8.38
8267,イオン,小売業,"202,200",100,0.66
8273,イズミ,小売業,"431,000",100,2.46
8275,フォーバル,卸売業,"98,100",100,2.13
8276,平和堂,小売業,"205,100",100,0.94
8278,フジ,小売業,"193,100",100,1.48
8279,ヤオコー,小売業,"485,000",100,0.76
8281,ゼビオホールディングス,小売業,"120,500",100,0.4
8282,ケーズホールディングス,小売業,"119,100",100,0.25
8283,ＰＡＬＴＡＣ,卸売業,"530,000",100,0.35
8285,三谷産業,卸売業,"30,100",100,8.86
8289,Ｏｌｙｍｐｉｃグループ,小売業,"62,900",100,4.96
8291,日産東京販売ホールディングス,小売業,"28,900",100,3.95
8303,新生銀行,銀行業,"156,200",100,0.64
8304,あおぞら銀行,銀行業,"269,100",100,2.87
8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,"55,410",100,1.28
8308,りそなホールディングス,銀行業,"46,890",100,1.79
8309,三井住友トラスト・ホールディングス,銀行業,"393,200",100,0.55
8316,三井住友フィナンシャルグループ,銀行業,"373,300",100,1.16
8331,千葉銀行,銀行業,"56,200",100,0.23
8334,群馬銀行,銀行業,"36,000",100,0.84
8336,武蔵野銀行,銀行業,"189,400",100,0.97
8337,千葉興業銀行,銀行業,"30,000",100,3.46
8338,筑波銀行,銀行業,"18,600",100,1.02
8341,七十七銀行,銀行業,"161,800",100,0.57
8343,秋田銀行,銀行業,"209,000",100,0.19
8345,岩手銀行,銀行業,"258,900",100,0.6
8349,東北銀行,銀行業,"105,300",100,1.22
8354,ふくおかフィナンシャルグループ,銀行業,"207,200",100,0.33
8355,静岡銀行,銀行業,"81,500",100,0.12
8356,十六銀行,銀行業,"238,900",100,0.74
8358,スルガ銀行,銀行業,"45,600",100,1.56
8359,八十二銀行,銀行業,"44,500",100,0.29
8360,山梨中央銀行,銀行業,"104,200",100,2.09
8361,大垣共立銀行,銀行業,"242,600",100,0.14
8362,福井銀行,銀行業,"145,000",100,0.26
8363,北國銀行,銀行業,"260,700",100,1.18
8364,清水銀行,銀行業,"186,900",100,0.36
8365,富山銀行,銀行業,"255,500",100,0.12
8367,南都銀行,銀行業,"253,800",100,0.76
8368,百五銀行,銀行業,"34,800",100,0.23
8369,京都銀行,銀行業,"426,500",100,0.2
8377,ほくほくフィナンシャルグループ,銀行業,"105,300",100,0.49
8379,広島銀行,銀行業,"53,900",100,0.32
8381,山陰合同銀行,銀行業,"67,000",100,0.13
8383,鳥取銀行,銀行業,"144,100",100,0.72
8385,伊予銀行,銀行業,"57,300",100,0.21
8386,百十四銀行,銀行業,"223,400",100,0.54
8387,四国銀行,銀行業,"101,500",100,0.45
8392,大分銀行,銀行業,"296,700",100,0.35
