SYMBL,NAME,INDUSTRY,MIN_MOUNT,UNIT,FRATE
8395,佐賀銀行,銀行業,"150,100",100,0.98
8399,琉球銀行,銀行業,"110,900",100,0.22
8410,セブン銀行,銀行業,"29,400",100,1.78
8411,みずほフィナンシャルグループ,銀行業,"16,690",100,1.18
8416,高知銀行,銀行業,"79,800",100,1.76
8418,山口フィナンシャルグループ,銀行業,"74,000",100,0.13
8421,信金中央金庫,ETF・REIT・その他,"238,500",1,2
8424,芙蓉総合リース,その他金融業,"677,000",100,0.22
8425,興銀リース,その他金融業,"298,800",100,1.05
8439,東京センチュリー,その他金融業,"518,000",100,0.17
8473,ＳＢＩホールディングス,証券、商品先物取引業,"235,100",100,3.29
8508,Ｊトラスト,その他金融業,"41,900",100,6.3
8511,日本証券金融,その他金融業,"50,600",100,10.61
8515,アイフル,その他金融業,"24,800",100,8.5
8518,日本アジア投資,証券、商品先物取引業,"25,300",100,360.69
8521,長野銀行,銀行業,"168,100",100,0.57
8522,名古屋銀行,銀行業,"320,500",100,0.14
8524,北洋銀行,銀行業,"23,100",100,0.3
8527,愛知銀行,銀行業,"346,000",100,0.71
8537,大光銀行,銀行業,"165,800",100,0.34
8542,トマト銀行,銀行業,"108,400",100,1.38
8544,京葉銀行,銀行業,"65,400",100,0.17
8550,栃木銀行,銀行業,"20,300",100,3.01
8551,北日本銀行,銀行業,"183,600",100,0.18
8558,東和銀行,銀行業,"81,400",100,1.13
8562,福島銀行,銀行業,"21,600",100,1.31
8563,大東銀行,銀行業,"59,800",100,1.68
8570,イオンフィナンシャルサービス,その他金融業,"163,100",100,2.15
8572,アコム,その他金融業,"42,900",100,6.4
8584,ジャックス,その他金融業,"229,500",100,3.68
8585,オリエントコーポレーション,その他金融業,"14,700",100,10.23
8586,日立キャピタル,その他金融業,"222,200",100,8.1
8589,アプラスフィナンシャル,その他金融業,"7,200",100,19.87
8591,オリックス,その他金融業,"165,500",100,1.19
8593,三菱ＵＦＪリース,その他金融業,"63,600",100,0.84
8595,ジャフコ,証券、商品先物取引業,"413,000",100,1.54
8596,九州リースサービス,その他金融業,"60,100",100,200.25
8600,トモニホールディングス,銀行業,"35,200",100,0.19
8601,大和証券グループ本社,証券、商品先物取引業,"48,970",100,1.49
8604,野村ホールディングス,証券、商品先物取引業,"46,130",100,1.92
8609,岡三証券グループ,証券、商品先物取引業,"38,400",100,0.26
8613,丸三証券,証券、商品先物取引業,"49,800",100,0.14
8614,東洋証券,証券、商品先物取引業,"18,100",100,0.47
8616,東海東京フィナンシャル・ホールディングス,証券、商品先物取引業,"30,400",100,1
8617,光世証券,証券、商品先物取引業,"59,300",100,1.77
8622,水戸証券,証券、商品先物取引業,"23,100",100,2.25
8624,いちよし証券,証券、商品先物取引業,"68,500",100,0.92
8628,松井証券,証券、商品先物取引業,"90,300",100,0.38
8630,ＳＯＭＰＯホールディングス,保険業,"456,000",100,0.18
8692,だいこう証券ビジネス,証券、商品先物取引業,"55,400",100,1.96
8697,日本取引所グループ,その他金融業,"171,200",100,0.87
8698,マネックスグループ,証券、商品先物取引業,"31,900",100,1.73
8699,澤田ホールディングス,証券、商品先物取引業,"83,700",100,69.61
8706,極東証券,証券、商品先物取引業,"86,900",100,0.63
8707,岩井コスモホールディングス,証券、商品先物取引業,"110,100",100,11.54
8708,藍澤證券,証券、商品先物取引業,"69,400",100,0.94
8709,インヴァスト証券,証券、商品先物取引業,"78,200",100,110.6
8713,フィデアホールディングス,銀行業,"11,800",100,6.72
8714,池田泉州ホールディングス,銀行業,"19,000",100,0.54
8715,アニコム　ホールディングス,保険業,"415,500",100,0.2
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,保険業,"357,100",100,0.28
8729,ソニーフィナンシャルホールディングス,保険業,"241,300",100,0.28
8732,マネーパートナーズグループ,証券、商品先物取引業,"26,000",100,15.6
8742,小林洋行,証券、商品先物取引業,"24,900",100,8.06
8750,第一生命ホールディングス,保険業,"164,000",100,11.96
8766,東京海上ホールディングス,保険業,"586,600",100,0.52
8769,アドバンテッジリスクマネジメント,サービス業,"75,900",100,4.21
8771,イー・ギャランティ,その他金融業,"145,800",100,1.32
8772,アサックス,その他金融業,"61,600",100,174.38
8789,フィンテック　グローバル,その他金融業,"10,000",100,3.67
8793,ＮＥＣキャピタルソリューション,その他金融業,"216,700",100,0.65
8795,Ｔ＆Ｄホールディングス,保険業,"116,500",100,1.04
8801,三井不動産,不動産業,"268,400",100,0.49
8802,三菱地所,不動産業,"208,800",100,1.82
8803,平和不動産,不動産業,"241,900",100,1.02
8804,東京建物,不動産業,"152,700",100,0.5
8806,ダイビル,不動産業,"110,400",100,2.49
8818,京阪神ビルディング,不動産業,"132,600",100,8.46
8830,住友不動産,不動産業,"413,400",100,0.79
8835,太平洋興発,卸売業,"79,700",100,4.07
8841,テーオーシー,不動産業,"82,800",100,0.78
8842,東京楽天地,不動産業,"578,000",100,2.08
8844,コスモスイニシア,不動産業,"74,300",100,8.77
8848,レオパレス２１,不動産業,"25,400",100,1.48
8850,スターツコーポレーション,不動産業,"264,300",100,1.19
8860,フジ住宅,不動産業,"69,300",100,7.51
8864,空港施設,不動産業,"53,100",100,442.5
8869,明和地所,不動産業,"53,900",100,5.54
8871,ゴールドクレスト,不動産業,"213,400",100,0.12
8876,リログループ,サービス業,"264,500",100,2.19
8877,日本エスリード,不動産業,"164,000",100,9.86
8881,日神不動産,不動産業,"47,900",100,15.99
8885,ラ・アトレ,不動産業,"69,200",100,9.22
8887,リベレステ,不動産業,"83,500",100,43.28
8890,レーサム,不動産業,"113,900",100,9.08
8892,日本エスコン,不動産業,"80,200",100,1.18
8893,新日本建物,不動産業,"36,300",100,82.75
8897,タカラレーベン,不動産業,"42,400",100,2.33
8903,サンウッド,不動産業,"47,400",100,4.4
8904,サンヨーハウジング名古屋,不動産業,"87,200",100,0.77
8905,イオンモール,不動産業,"170,100",100,0.91
8909,シノケングループ,不動産業,"92,700",100,0.84
8912,エリアクエスト,不動産業,"12,400",100,10.59
8914,エリアリンク,不動産業,"115,600",100,3.43
8917,ファースト住建,不動産業,"134,500",100,8.08
8919,カチタス,不動産業,"445,500",100,0.97
8920,東祥,サービス業,"235,700",100,0.77
8923,トーセイ,不動産業,"128,400",100,1.33
8927,明豊エンタープライズ,不動産業,"25,300",100,3.69
8928,穴吹興産,不動産業,"279,700",100,3.75
8931,和田興産,不動産業,"77,000",100,142.38
8934,サンフロンティア不動産,不動産業,"129,000",100,11.69
8935,エフ・ジェー・ネクスト,不動産業,"104,900",100,2.19
8940,インテリックス,不動産業,"72,100",100,0.57
8944,ランドビジネス,不動産業,"76,700",100,80.32
8952,ジャパンリアルエステイト投資法人　投資証券,ETF・REIT・その他,"725,000",1,0.19
8953,日本リテールファンド投資法人　投資証券,ETF・REIT・その他,"228,400",1,2.42
8955,日本プライムリアルティ投資法人　投資証券,ETF・REIT・その他,"515,000",1,0.15
8956,プレミア投資法人　投資証券,ETF・REIT・その他,"158,800",1,0.47
8957,東急リアル・エステート投資法人　投資証券,ETF・REIT・その他,"206,000",1,0.35
8958,グローバル・ワン不動産投資法人　投資証券,ETF・REIT・その他,"146,700",1,51.45
8960,ユナイテッド・アーバン投資法人　投資証券,ETF・REIT・その他,"207,800",1,0.14
8961,森トラスト総合リート投資法人　投資証券,ETF・REIT・その他,"196,600",1,0.53
8963,インヴィンシブル投資法人　投資証券,ETF・REIT・その他,"66,100",1,7.74
8964,フロンティア不動産投資法人　投資証券,ETF・REIT・その他,"456,000",1,10.24
8966,平和不動産リート投資法人　投資証券,ETF・REIT・その他,"140,200",1,1.04
8967,日本ロジスティクスファンド投資法人　投資証券,ETF・REIT・その他,"267,400",1,1.34
8968,福岡リート投資法人　投資証券,ETF・REIT・その他,"185,300",1,0.9
8972,ケネディクス・オフィス投資法人　投資証券,ETF・REIT・その他,"853,000",1,0.48
8975,いちごオフィスリート投資法人　投資証券,ETF・REIT・その他,"112,200",1,15.51
8976,大和証券オフィス投資法人　投資証券,ETF・REIT・その他,"846,000",1,0.31
8977,阪急阪神リート投資法人　投資証券,ETF・REIT・その他,"161,800",1,671.5
8984,大和ハウスリート投資法人　投資証券,ETF・REIT・その他,"306,500",1,0.2
8985,ジャパン・ホテル・リート投資法人　投資証券,ETF・REIT・その他,"80,600",1,5.96
8986,日本賃貸住宅投資法人　投資証券,ETF・REIT・その他,"98,700",1,3.12
8987,ジャパンエクセレント投資法人　投資証券,ETF・REIT・その他,"176,400",1,0.17
8999,グランディハウス,不動産業,"45,000",100,20.27
9003,相鉄ホールディングス,陸運業,"286,900",100,0.6
9005,東急,陸運業,"205,400",100,0.19
9007,小田急電鉄,陸運業,"263,700",100,0.53
9008,京王電鉄,陸運業,"687,000",100,0.42
9009,京成電鉄,陸運業,"446,000",100,0.18
9020,東日本旅客鉄道,陸運業,"1,049,000",100,0.22
9021,西日本旅客鉄道,陸運業,"930,000",100,0.12
9022,東海旅客鉄道,陸運業,"2,272,500",100,0.71
9024,西武ホールディングス,陸運業,"189,700",100,0.49
9025,鴻池運輸,陸運業,"160,100",100,4.46
9033,広島電鉄,陸運業,"110,400",100,1.1
9037,ハマキョウレックス,陸運業,"351,500",100,3.25
9039,サカイ引越センター,陸運業,"620,000",100,0.28
9042,阪急阪神ホールディングス,陸運業,"423,500",100,0.21
9044,南海電気鉄道,陸運業,"281,900",100,0.11
9055,アルプス物流,陸運業,"69,400",100,287.5
9058,トランコム,倉庫・運輸関連業,"623,000",100,0.71
9059,カンダホールディングス,陸運業,"82,400",100,20.4
9062,日本通運,陸運業,"549,000",100,2.36
9064,ヤマトホールディングス,陸運業,"167,550",100,2.73
9065,山九,陸運業,"560,000",100,0.6
9066,日新,倉庫・運輸関連業,"156,500",100,18.44
9068,丸全昭和運輸,陸運業,"306,000",100,5.8
9069,センコーグループホールディングス,陸運業,"84,800",100,0.56
9070,トナミホールディングス,陸運業,"480,500",100,1.44
9072,ニッコンホールディングス,陸運業,"250,000",100,3.15
9074,日本石油輸送,陸運業,"281,500",100,8.18
9075,福山通運,陸運業,"378,000",100,0.29
9076,セイノーホールディングス,陸運業,"137,600",100,3
9083,神姫バス,陸運業,"373,500",100,2.76
9086,日立物流,陸運業,"316,500",100,1.14
9090,丸和運輸機関,陸運業,"268,800",100,0.43
9099,Ｃ＆Ｆロジホールディングス,陸運業,"127,100",100,0.35
9101,日本郵船,海運業,"184,200",100,0.59
9104,商船三井,海運業,"277,000",100,0.19
9107,川崎汽船,海運業,"125,400",100,1.55
9110,ＮＳユナイテッド海運,海運業,"230,800",100,25.8
9119,飯野海運,海運業,"34,800",100,2.84
9130,共栄タンカー,海運業,"136,200",100,43.67
9142,九州旅客鉄道,陸運業,"347,500",100,1.96
9143,ＳＧホールディングス,陸運業,"269,000",100,2.56
9179,川崎近海汽船,海運業,"282,500",100,60
9201,日本航空,空運業,"332,200",100,0.33
9202,ＡＮＡホールディングス,空運業,"370,800",100,0.15
9232,パスコ,空運業,"91,600",100,9.72
9233,アジア航測,空運業,"59,300",100,68.08
9260,西本Ｗｉｓｍｅｔｔａｃホールディングス,卸売業,"348,000",100,10.9
9263,ビジョナリーホールディングス,小売業,"3,800",100,"5,214.04"
9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,小売業,"223,500",100,8.36
9274,国際紙パルプ商事,卸売業,"30,800",100,2.34
9277,総合メディカルホールディングス,小売業,"177,400",100,2.94
9278,ブックオフグループホールディングス,小売業,"125,100",100,1.01
9281,タカラレーベン・インフラ投資法人　投資証券,ETF・REIT・その他,"123,700",1,86.65
9285,東京インフラ・エネルギー投資法人　投資証券,ETF・REIT・その他,"103,700",1,36.44
9301,三菱倉庫,倉庫・運輸関連業,"278,600",100,0.21
9302,三井倉庫ホールディングス,倉庫・運輸関連業,"169,200",100,2.97
9303,住友倉庫,倉庫・運輸関連業,"143,700",100,0.86
9304,澁澤倉庫,倉庫・運輸関連業,"195,000",100,6.87
9305,ヤマタネ,卸売業,"139,000",100,5.62
9306,東陽倉庫,倉庫・運輸関連業,"32,700",100,5.47
9307,杉村倉庫,倉庫・運輸関連業,"75,600",100,67.58
9308,乾汽船,海運業,"118,100",100,0.3
9310,日本トランスシティ,倉庫・運輸関連業,"49,500",100,1.02
9312,ケイヒン,倉庫・運輸関連業,"125,800",100,31.88
9319,中央倉庫,倉庫・運輸関連業,"107,000",100,0.92
9324,安田倉庫,倉庫・運輸関連業,"94,400",100,20.17
9351,東洋埠頭,倉庫・運輸関連業,"137,200",100,6.13
9366,サンリツ,倉庫・運輸関連業,"65,500",100,18.7
9369,キユーソー流通システム,倉庫・運輸関連業,"190,500",100,9.21
9375,近鉄エクスプレス,倉庫・運輸関連業,"151,600",100,0.26
9380,東海運,倉庫・運輸関連業,"28,800",100,7.97
9384,内外トランスライン,倉庫・運輸関連業,"132,100",100,2.72
9385,ショーエイコーポレーション,化学,"74,700",100,4.65
9386,日本コンセプト,倉庫・運輸関連業,"129,700",100,59.5
9401,東京放送ホールディングス,情報・通信業,"175,300",100,0.28
9404,日本テレビホールディングス,情報・通信業,"140,000",100,1.03
9405,朝日放送グループホールディングス,情報・通信業,"72,100",100,0.11
9409,テレビ朝日ホールディングス,情報・通信業,"169,800",100,0.24
9412,スカパーＪＳＡＴホールディングス,情報・通信業,"43,700",100,0.68
9413,テレビ東京ホールディングス,情報・通信業,"221,900",100,0.53
9414,日本ＢＳ放送,情報・通信業,"106,700",100,0.18
9416,ビジョン,情報・通信業,"154,400",100,4.44
9417,スマートバリュー,情報・通信業,"73,800",100,5.5
9419,ワイヤレスゲート,情報・通信業,"68,300",100,1.31
9422,コネクシオ,情報・通信業,"136,300",100,0.58
9423,フォーバル・リアルストレート,情報・通信業,"7,800",100,"1,040.29"
9424,日本通信,情報・通信業,"20,700",100,1.89
9428,クロップス,情報・通信業,"61,600",100,60.75
9432,日本電信電話,情報・通信業,"523,200",100,0.5
9433,ＫＤＤＩ,情報・通信業,"284,950",100,0.78
9434,ソフトバンク,情報・通信業,"148,450",100,0.94
9435,光通信,情報・通信業,"2,377,000",100,4.76
9436,沖縄セルラー電話,情報・通信業,"359,500",100,25.29
9437,ＮＴＴドコモ,情報・通信業,"277,400",100,1.49
9438,エムティーアイ,情報・通信業,"73,500",100,0.79
9441,ベルパーク,情報・通信業,"403,500",100,1
9445,フォーバルテレコム,情報・通信業,"38,600",100,10.72
9449,ＧＭＯインターネット,情報・通信業,"184,800",100,1.17
9450,ファイバーゲート,情報・通信業,"146,800",100,2.95
9466,アイドママーケティングコミュニケーション,情報・通信業,"59,500",100,32.16
9468,ＫＡＤＯＫＡＷＡ,情報・通信業,"153,100",100,3.1
9470,学研ホールディングス,情報・通信業,"542,000",100,0.12
9474,ゼンリン,情報・通信業,"183,200",100,2.89
9475,昭文社,情報・通信業,"39,700",100,0.55
9479,インプレスホールディングス,情報・通信業,"14,200",100,18.84
9501,東京電力ホールディングス,電気・ガス業,"54,900",100,1.68
9502,中部電力,電気・ガス業,"161,300",100,0.91
9503,関西電力,電気・ガス業,"131,400",100,1.45
9504,中国電力,電気・ガス業,"140,600",100,0.21
9505,北陸電力,電気・ガス業,"74,400",100,11.43
9506,東北電力,電気・ガス業,"109,600",100,10.13
9507,四国電力,電気・ガス業,"105,200",100,1.23
9508,九州電力,電気・ガス業,"105,900",100,11.85
9509,北海道電力,電気・ガス業,"57,900",100,6.14
9511,沖縄電力,電気・ガス業,"173,900",100,3.37
9513,電源開発,電気・ガス業,"253,000",100,0.44
9514,エフオン,電気・ガス業,"71,900",100,"3,491.00"
9517,イーレックス,電気・ガス業,"126,800",100,2.59
9519,レノバ,電気・ガス業,"94,700",100,5.89
9531,東京瓦斯,電気・ガス業,"275,350",100,0.8
9532,大阪瓦斯,電気・ガス業,"209,000",100,0.87
9534,北海道瓦斯,電気・ガス業,"152,300",100,0.2
9535,広島ガス,電気・ガス業,"34,800",100,2.27
9543,静岡ガス,電気・ガス業,"92,900",100,0.49
9551,メタウォーター,電気・ガス業,"369,000",100,1.78
9600,アイネット,情報・通信業,"137,200",100,2.72
9601,松竹,情報・通信業,"1,412,000",100,0.19
9602,東宝,情報・通信業,"477,000",100,0.52
9603,エイチ・アイ・エス,サービス業,"266,000",100,5.75
9605,東映,情報・通信業,"1,545,000",100,0.18
9610,ウィルソン・ラーニング　ワールドワイド,サービス業,"24,300",100,16.84
9612,ラックランド,サービス業,"232,400",100,0.37
9613,エヌ・ティ・ティ・データ,情報・通信業,"139,500",100,4.63
9616,共立メンテナンス,サービス業,"458,500",100,1.69
9619,イチネンホールディングス,サービス業,"111,700",100,0.55
9621,建設技術研究所,サービス業,"164,900",100,1.31
9622,スペース,サービス業,"127,900",100,2.55
9624,長大,サービス業,"95,500",100,"3,100.00"
9627,アインホールディングス,小売業,"629,000",100,3.01
9628,燦ホールディングス,サービス業,"110,600",100,32.55
9629,ピー・シー・エー,情報・通信業,"376,500",100,13.66
9632,スバル興業,サービス業,"685,000",100,22
9641,サコス,サービス業,"31,300",100,6.12
9644,タナベ経営,サービス業,"127,700",100,0.31
9651,日本プロセス,情報・通信業,"76,700",100,367
9656,グリーンランドリゾート,サービス業,"49,500",100,13.15
9658,ビジネスブレイン太田昭和,情報・通信業,"268,000",100,26
9663,ナガワ,サービス業,"607,000",100,0.14
9671,よみうりランド,サービス業,"452,000",100,0.31
9672,東京都競馬,サービス業,"332,500",100,3.09
9675,常磐興産,サービス業,"170,700",100,0.25
9678,カナモト,サービス業,"268,400",100,4.08
9681,東京ドーム,サービス業,"105,400",100,0.85
9682,ＤＴＳ,情報・通信業,"229,600",100,28.13
9684,スクウェア・エニックス・ホールディングス,情報・通信業,"500,000",100,2.09
9692,シーイーシー,情報・通信業,"205,700",100,2.13
9697,カプコン,情報・通信業,"283,200",100,1.29
9699,西尾レントオール,サービス業,"282,400",100,13.03
9702,アイ・エス・ビー,情報・通信業,"150,700",100,14.4
9706,日本空港ビルデング,不動産業,"470,500",100,0.5
9707,ユニマット　リタイアメント・コミュニティ,サービス業,"151,700",100,68.88
9708,帝国ホテル,サービス業,"200,200",100,13.38
9709,ＮＣＳ＆Ａ,情報・通信業,"45,800",100,8.99
9713,ロイヤルホテル,サービス業,"169,100",100,5.08
9715,トランス・コスモス,サービス業,"264,400",100,0.88
9716,乃村工藝社,サービス業,"137,000",100,1.56
9717,ジャステック,情報・通信業,"114,200",100,6.18
9719,ＳＣＳＫ,情報・通信業,"515,000",100,2
9722,藤田観光,サービス業,"281,100",100,0.64
9726,ＫＮＴ?ＣＴホールディングス,サービス業,"155,700",100,1.35
9728,日本管財,サービス業,"185,500",100,0.4
9729,トーカイ,サービス業,"232,400",100,3.11
9731,白洋舎,サービス業,"288,300",100,13
9735,セコム,サービス業,"986,600",100,0.22
9739,日本システムウエア,情報・通信業,"238,500",100,20.09
9740,セントラル警備保障,サービス業,"555,000",100,1.67
9742,アイネス,情報・通信業,"113,800",100,2.44
9743,丹青社,サービス業,"120,000",100,4.92
9744,メイテック,サービス業,"536,000",100,0.15
9746,ＴＫＣ,情報・通信業,"471,500",100,2.26
9749,富士ソフト,情報・通信業,"466,000",100,6.68
9755,応用地質,サービス業,"107,200",100,1.04
9757,船井総研ホールディングス,サービス業,"245,800",100,0.21
9758,ジャパンシステム,情報・通信業,"32,800",100,"9,116.00"
9759,ＮＳＤ,情報・通信業,"317,000",100,0.22
9760,進学会ホールディングス,サービス業,"50,100",100,21.01
9763,丸紅建材リース,卸売業,"173,200",100,5.15
9765,オオバ,サービス業,"63,500",100,1.16
9766,コナミホールディングス,情報・通信業,"515,000",100,0.77
9768,いであ,サービス業,"124,600",100,354.29
9783,ベネッセホールディングス,サービス業,"284,000",100,0.37
9787,イオンディライト,サービス業,"345,500",100,9.17
9788,ナック,サービス業,"95,900",100,1.22
9790,福井コンピュータホールディングス,情報・通信業,"245,100",100,0.93
9792,ニチイ学館,サービス業,"175,900",100,0.13
9793,ダイセキ,サービス業,"277,100",100,0.22
9810,日鉄物産,卸売業,"426,000",100,7.51
9818,大丸エナウィン,卸売業,"128,200",100,0.38
9824,泉州電業,卸売業,"283,800",100,3.33
9828,元気寿司,小売業,"277,300",100,0.58
9830,トラスコ中山,卸売業,"253,100",100,0.29
9831,ヤマダ電機,小売業,"53,200",100,0.18
9835,ジュンテンドー,小売業,"51,000",100,4.94
9837,モリト,卸売業,"79,600",100,0.49
9842,アークランドサカモト,小売業,"126,900",100,2
9843,ニトリホールディングス,小売業,"1,597,000",100,1.09
9854,愛眼,小売業,"24,300",100,0.68
9856,ケーユーホールディングス,小売業,"85,900",100,3.76
9857,英和,卸売業,"95,000",100,"1,522.00"
9861,吉野家ホールディングス,小売業,"243,000",100,0.13
9869,加藤産業,卸売業,"339,000",100,0.16
9872,北恵,卸売業,"104,600",100,1.49
9880,イノテック,卸売業,"89,300",100,"2,425.00"
9885,シャルレ,卸売業,"40,700",100,189.07
9887,松屋フーズホールディングス,小売業,"392,000",100,0.91
9889,ＪＢＣＣホールディングス,情報・通信業,"161,300",100,4.29
9896,ＪＫホールディングス,卸売業,"50,400",100,0.84
9913,日邦産業,卸売業,"52,400",100,16.78
9919,関西スーパーマーケット,小売業,"109,600",100,0.27
9928,ミロク情報サービス,情報・通信業,"300,000",100,1.59
9930,北沢産業,卸売業,"26,400",100,1.49
9932,杉本商事,卸売業,"196,500",100,6.4
9934,因幡電機産業,卸売業,"482,000",100,1.88
9936,王将フードサービス,小売業,"693,000",100,0.18
9943,ココスジャパン,小売業,"127,100",100,1.8
9945,プレナス,小売業,"182,100",100,0.18
9946,ミニストップ,小売業,"141,400",100,0.4
9948,アークス,小売業,"226,600",100,0.16
9956,バローホールディングス,小売業,"185,800",100,2.34
9960,東テク,卸売業,"220,900",100,17.6
9962,ミスミグループ本社,卸売業,"256,700",100,0.12
9966,藤久,小売業,"75,800",100,0.82
9969,ショクブン,小売業,"17,800",100,9.49
9972,アルテック,卸売業,"20,300",100,132.04
9974,ベルク,小売業,"530,000",100,0.4
9978,文教堂グループホールディングス,小売業,"27,800",100,19.77
9979,大庄,小売業,"159,600",100,0.16
9980,ＭＲＫホールディングス,小売業,"17,700",100,42.83
9982,タキヒヨー,卸売業,"186,800",100,0.43
9983,ファーストリテイリング,小売業,"6,386,000",100,0.39
9984,ソフトバンクグループ,情報・通信業,"435,400",100,13.68
9989,サンドラッグ,小売業,"345,000",100,2.17
9990,サックスバー　ホールディングス,小売業,"89,700",100,10.22
9991,ジェコス,卸売業,"87,200",100,23.44
9993,ヤマザワ,小売業,"167,700",100,0.1
9995,グローセル,卸売業,"43,400",100,124
9997,ベルーナ,小売業,"69,200",100,0.68
